text,polarite
"Merveilleuse suprise, Hustle & Flow peut réjouir même un public de quadra... Qui l'eut cru ? A cela il y a une raison majeure : la qualité. Un scénario intelligent, avec un personnage principal attachant malgré ses activités peu avouables et ses coups de sang un peu appuyés, une ambiance moite du Sud, faite de chaleur et désuvrement, de musique et de ghetto, une photo très soignée, bien évidemment une musique superbe (ah, le hip hop comme cela oui tous les jours !), et surtout un acteur exceptionnel qui fait corps avec Djay et lui donne une densité magnifique. A n'en pas douter, après des seconds rôles prometteurs comme dans Collision pour citer le plus récent, Terrence Howard a gagné avec Hustle & Flow ses galons de vedette et on ne peut que s'en réjouir pour les prochains films où on aura le plaisir de le voir en tête d'affiche.",positif
"Du pur Jackie Chan , des combats et un montage millimétré et c'est tout .",négatif
"Suite d'une adaptation de Stephen King qui était pourtant plutôt moyenne, on nous sort un navet pas possible avec Hilary Swank à ses débuts. Cette suite est donc horriblement prévisible, navrante et absolument pas originale. On s'est juste servi du nom de King pour faire du commerce. A savoir qu'il y a un troisième volet ""Le Diable des Glaces"", toujours aussi nul.",négatif
"Un film documentaire à voir absolument. Sorti à Paris le 4/4/12. Fils de juifs hongrois, je connais personnellement deux femmes qui ont été sauvées par le Train de Reszö Kasztner. Un véritable thriller politique particulièrement efficace pour montrer la politique d'Israel dans les années 50.",positif
"le dernier a priori Toujours aussi barré, mais toujours aussi décalé. des dinosaures, des cowboys, excalibur et des robots.",négatif
"il ne se passe absolument rien! quand je dis rien c'est pas du ""pas grand chose"" mais vraiment rien du tout! a partla fille qui se tord la cheville en faisant un mauvais pas!et c'est pas une blague! en revanche ce film si! a aucun moment l'on voit quoique se soit! c'est un bête faux reportage comme dans l'émission Mystères avec Jacques pradel...et encore, dans l'émission l'on voit des trucs même si ceux ci sont bidons! la....vraiment rien! a regarder la bande annonce ça montre a quel point il est possible de tromper les gens en montant quelques images! Avant la mienne il n'y a qu'une seule critique avec un vote ""nul"" et ça met pourtant la moyenne au film....un bug? passez vôtre chemin ne pardez pas plus de temps!",négatif
"Pas grand chose à retenir de ce film aussi bien au niveau acteurs, que BO ou de tout le reste.. L'idée de base de hacker des données persos de personnes et de voir les réactions pouvaient avoir un léger intérêt (et encore), mais honnêtement rien ne tient la route. La fin est prévisible (pour le coupable) et ce pseudo-discours LGBT / Féministe n'a absolument pas sa place dans ce film assez peu profond et vide de sens. Bon comme je le disais, pas grand chose à retenir.",négatif
"Depuis quelques temps, l’on peut se réjouir de voir émerger autant de premiers films, souvent intéressants, voir captivants. Il y a quand même quelques exceptions notoires dont celui-là fait partie. Mia Hansen Love n’a rien à nous raconter, encore moins à filmer. Cette chronique d’un homme perdu est sans relief… La cause principale en revient à son acteur, Paul Blain, qui possède certes un physique (la même félinité que son père, sans le charisme), mais ne cesse de réciter ou de jouer un texte sur lequel on le sent totalement insensible. Côté technique ça pêche un peu aussi. C’est souvent mal cadré, les raccords lumière sont pour le moins approximatifs, et la plupart du temps, la réalisatrice sans doute en mal de sensation filme autre chose… La rue, un parc, un groupe d’enfants… Et ce n’est malheureusement pas l’arrivée de Constance Rousseau au deux tiers du film qui vient éveiller notre intérêt. Certes elle est lumineuse, mais il est trop tard, le spectateur a déjà déserté non pas par l’ennui provoqué, mais par le vide absolu qui y règne. Mia Hansen Love pour son premier essai nous livre un cinéma de mendigote.",négatif
Très bonne comédie avec un excellent Patrick Bruel (qui est vraiment un très bon acteur).,positif
"Superbe copie de Taken avec Liam Neeson, franchement je vous le recommande si vous voulez vous indigner d'une chose pareille. Le scénario est identique, c'est inutile, en gros, mieux vaut se regarder le VRAI Taken une n-ième fois ! (ou un autre bon film de votre choix)",négatif
"Alors que film original était basée sur une idée originale de faux documentaire pour nous faire découvrir le mode de vie des boschimans puis évoluer vers une petite histoire opposant les logiques occidentales et tribales, cette soi-disant suite ne fait que réutiliser certains de ses éléments, tels que le décor sauvage ou le personnage de N’Xau, pour raconter une aventure sans intérêt. Ce manque de message s’accompagne en plus d’un humour grotesque et poussif mais surtout d’un inversement des valeurs du premier opus, celui-ci étant une utilisation de son succès et donc une incarnation de cette société de consommation abusive qui y était dénoncée.",négatif
"Très bon film, un autre regard avec une équipe féminine qui a de la classe et de l’humour, sans sexe et violence c’est appréciable.",positif
"Très belle distribution pour un excellent film qui parle des choix que l'on fait au cours de sa vie, ne jamais regretter ceux ci même si ils sont mauvais et toujours aller de l'avant (le présent) sans se retourner (le passer) ! 😁",positif
"Qu'est qui a pris à un tâcheron impersonnel et habituellement académique, qui pourrait même être considéré comme le Jean Delannoy anglais, du nom d'Anthony Asquith d'avoir réalisé une réussite totale car ""L'Ombre d'un homme"" est indéniablement le plus grand ""film d'école"" jamais réalisé. Le film doit beaucoup c'est sûr au scénario de Terence Rattigan d'une très grande finesse psychologique mais quand même, il faut reconnaître que la sobriété du réalisation sert admirablement le film. Jean Kent est excellente dans un rôle ingrat, celui de la épouse détestable du personnage principal mais qui a sûrement de bonnes raisons de l'être, mais c'est Michael Redgrave tout simplement parfait (il y a pas d'autre mot) qui mérite une très grande part des nombreux éloges que l'on peut que donner au film dans le rôle de ce professeur austère. On éprouve énormément d'émotions au cours de l'heure et demie du film (que l'on voit absolument pas passer) à voir se fissurer la façade sevère de ce personnage pour nous montrer petit à petit l'homme qu'il est vraiment. Un film passionnant et un chef d'oeuvre qui fait grandement honneur au cinéma britannique.",positif
"Le film qui inspirera ""L'aventure intérieure"". Ici, pour sauver un scientifique mortellement atteint, d'autres scientifiques se font réduire afin de pénetrer dans son corps. Pour l'époque, les effets spéciaux sont excellents, et on a entre les mains un des meilleurs films fantastiques de l'époque. A voir et à revoir.",positif
"Pour moi, la différence entre un 0 et un 1 étoile est la suivante: j'ai quand même regarder en entier le 1 étoile. Voilà pourquoi celui-ci n'en a pas 0, mais bon, il n'est d'aucun intérêt: une suite nanar des années 90, reprenant l'idée de base de l'opus original, avec des acteurs de seconde zone et un scénario bâclé. Sans aucun intérêt",négatif
"Projection-débat dimanche à l'Escurial des ""Chèvres de ma mère"" : Maguy a quitté la ville après 1968 pour élever des chèvres dans le Haut-Var. Elle part aujourd'hui à la retraite et cède son troupeau et ses terres à une jeune agricultrice, Anne Sophie. La fille de Maguy, la documentariste Sophie Audier, filme une transmission. D'un côté une femme qui, au crépuscule de sa vie, doit se séparer de ce qu'elle a de plus cher : ce troupeau patiemment constitué grâce auquel elle fabrique depuis 40 ans des fromages. De l'autre une jeune agricultrice, faussement godiche, qui entend appliquer les règles d'hygiène et de fabrication apprises au lycée agricole mais qui doit se battre contre les banques et l'administration pour réaliser son projet. Depuis quelques années on voit se multiplier au cinéma les documentaires consacrés au monde paysan. ""Bovines"" d'Emmanuel Gras - qui avait été nominé aux Césars en 2010 -, ""Tous au Larzac"" de Christian Rouaud - césar du meilleur documentaire 2012 - ""Le temps des grâces"" de Dominique Marchais (qui sort cette semaine un autre documentaire consacré à l'eau), le triptyque de Raymond Depardon ""profils paysans"", ""les terriens"" d'Ariane Doublet, etc. Que nous dit cette soudaine inflation sur le cinéma ? sur la société dans laquelle nous vivons ?",positif
"Amateurs d'histoire, passez votre chemin . Points positifs : décors convaincants et très bonne distribution d'acteurs . Mais le reste ... Entre un Carlyle surjouant et un Stormare dont on a du mal à différencier le personnage de ce film de celui qu'il incarne dans Prison Break la performance des acteurs est très moyenne ... Mais le pire réside dans l'analyse historique et sa retranscription dans le film, avec des anecdotes et des dialogues d'Hitler parfois complètement grotesques et iréels . Bref ce genre de films n'aide pas à y voir plus clair et c'est dommage . A côté de cela je suis honnête ça se regarde mais ça s'arrête là .",négatif
Il ne passe rien en dehors du conflit père-fils où tout est sous-entendu. Les monologues n'en finissent pas mais donnent guère d'explications. Les dialogues et les réactions sont alors difficilement compréhensibles. On se détache du film malgré le bon jeu des acteurs.,négatif
"Russell Crowe enfile ses gangs de boxe pour son ultime combat, celui de la vie. Le film fonctionne plutôt bien. Ron Howard à su s'imposer à Hollywood au côté de son producteur fétiche Brian Grazer.",positif
